item,location,week,year,units
20064068003,3200,37,2023,4.176
20064068003,3200,38,2023,4.347
20064068003,3200,39,2023,4.532
20064068003,3200,40,2023,4.704
20064068003,3200,41,2023,4.76
20064068003,3200,42,2023,4.406
20064068003,3200,43,2023,4.352
20064068003,3200,44,2023,4.844
20064068003,3200,45,2023,4.935
20064068003,3200,46,2023,4.602
20064068003,3200,47,2023,5.371
20064068003,3200,48,2023,4.291
20064068003,3200,49,2023,4.061
20064068003,3200,50,2023,3.903
20064068003,3200,51,2023,3.154
20064068003,3200,52,2023,3.676
20064068003,3200,1,2024,3.667
20064068003,3200,2,2024,3.232
20064068003,3200,3,2024,3.323
20064068003,3200,4,2024,3.164
20064068003,3200,5,2024,5.001
20064068003,3200,6,2024,5.162
20064068003,3200,7,2024,5.489
20064068003,3200,8,2024,6.439
20064068003,3200,9,2024,6.023
20064068003,3200,10,2024,5.069
20064068003,3200,11,2024,5.055
20064068003,3200,12,2024,5.338
20064068003,3200,13,2024,5.417
20064068003,3200,14,2024,3.912
20064068003,3200,15,2024,4.673
20064068003,3200,16,2024,4.589
20064068003,3200,17,2024,4.772
20064068003,3200,18,2023,4.4
20064068003,3200,19,2023,4.247
20064068003,3200,20,2023,4.502
20064068003,3200,21,2023,4.979
20064068003,3200,22,2023,5.43
20064068003,3200,23,2023,4.286
20064068003,3200,24,2023,4.093
20064068003,3200,25,2023,4.458
20064068003,3200,26,2023,5.385
20064068003,3200,27,2023,5.189
20064068003,3200,28,2023,4.595
20064068003,3200,29,2023,4.488
20064068003,3200,30,2023,4.835
20064068003,3200,31,2023,4.924
20064068003,3200,32,2023,5.514
20064068003,3200,33,2023,4.848
20064068003,3200,34,2023,4.785
20064068003,3200,35,2023,5.651
20064068003,3200,36,2023,5.529
