item,location,week,year,units
20052773007,3210,15,2024,0.0
20052773007,3210,16,2024,0.0
20052773007,3210,17,2024,0.0
20052773007,3210,38,2023,1.856
20052773007,3210,39,2023,2.451
20052773007,3210,40,2023,2.574
20052773007,3210,41,2023,2.646
20052773007,3210,42,2023,2.399
20052773007,3210,43,2023,2.228
20052773007,3210,44,2023,2.643
20052773007,3210,45,2023,2.62
20052773007,3210,46,2023,1.54
20052773007,3210,47,2023,1.819
20052773007,3210,48,2023,1.66
20052773007,3210,49,2023,1.55
20052773007,3210,26,2023,2.082
20052773007,3210,27,2023,2.047
20052773007,3210,28,2023,1.848
20052773007,3210,29,2023,1.969
20052773007,3210,30,2023,1.897
20052773007,3210,31,2023,2.126
20052773007,3210,32,2023,2.296
20052773007,3210,33,2023,1.929
20052773007,3210,34,2023,2.135
20052773007,3210,35,2023,2.375
20052773007,3210,36,2023,2.323
20052773007,3210,37,2023,1.749
20052773007,3210,18,2023,2.021
20052773007,3210,19,2023,1.896
20052773007,3210,20,2023,1.792
20052773007,3210,21,2023,2.085
20052773007,3210,22,2023,2.442
20052773007,3210,23,2023,1.998
20052773007,3210,24,2023,1.655
20052773007,3210,25,2023,1.883
20052773007,3210,50,2023,0.0
20052773007,3210,51,2023,0.0
20052773007,3210,52,2023,0.0
20052773007,3210,1,2024,0.0
20052773007,3210,2,2024,0.0
20052773007,3210,3,2024,0.0
20052773007,3210,4,2024,0.0
20052773007,3210,5,2024,0.0
20052773007,3210,6,2024,0.0
20052773007,3210,7,2024,0.0
20052773007,3210,8,2024,0.0
20052773007,3210,9,2024,0.0
20052773007,3210,10,2024,0.0
20052773007,3210,11,2024,0.0
20052773007,3210,12,2024,0.0
20052773007,3210,13,2024,0.0
20052773007,3210,14,2024,0.0
