po_number,item,location,week,year,units,createDate
4501098656,20065794008,3200,29,2023,23.0,2023-03-10
4501092947,20065794008,3000,24,2023,22.0,2023-02-23
4501090439,20065794008,3000,23,2023,12.0,2023-02-17
4501087866,20065794008,3010,26,2023,23.0,2023-02-09
4501059630,20065794008,3010,18,2023,32.0,2022-11-10
4501078397,20065794011,3010,24,2023,45.0,2023-01-12
4501076244,20065794011,3000,19,2023,157.0,2023-01-05
4501098598,20065794011,3000,28,2023,27.0,2023-03-10
4501092984,20065794011,3200,26,2023,30.0,2023-02-23
4501082801,20065794011,3000,22,2023,20.0,2023-01-26
4501083006,20065794011,3010,25,2023,22.0,2023-01-26
4501064148,20065794011,3200,18,2023,30.0,2022-11-22
4501083007,20065794011,3010,26,2023,22.0,2023-01-26
4501082800,20065794011,3000,22,2023,20.0,2023-01-26
4501084183,20065794011,3210,22,2023,24.0,2023-01-27
4501085999,20065794011,3000,24,2023,26.0,2023-02-02
4501086035,20065794011,3010,27,2023,22.0,2023-02-02
4501090499,20065794011,3200,26,2023,40.0,2023-02-17
4501090803,20065794011,3210,25,2023,32.0,2023-02-17
4501098671,20065794011,3210,29,2023,19.0,2023-03-10
4501086277,20065794011,3210,25,2023,40.0,2023-02-03
4501067108,20065794011,3200,19,2023,50.0,2022-12-02
4501078396,20065794011,3010,24,2023,45.0,2023-01-12
4501098640,20065794011,3010,31,2023,23.0,2023-03-10
4501072856,20065794011,3010,22,2023,61.0,2022-12-22
4501082802,20065794011,3000,23,2023,135.0,2023-01-26
4501092983,20065794011,3200,26,2023,30.0,2023-02-23
4501087867,20065794011,3010,26,2023,20.0,2023-02-09
4501092947,20065794011,3000,24,2023,16.0,2023-02-23
4501070848,20065794011,3200,20,2023,40.0,2022-12-15
4501098656,20065794011,3200,29,2023,22.0,2023-03-10
4501087866,20065794011,3010,26,2023,20.0,2023-02-09
4501059630,20065794011,3010,18,2023,29.0,2022-11-10
4501112689,20067891013,3210,31,2023,99.0,2023-04-27
4501083008,20067891013,3010,26,2023,67.0,2023-01-26
4501068807,20067891013,3200,18,2023,49.0,2022-12-08
4501082803,20067891013,3000,23,2023,44.0,2023-01-26
4501092973,20067891013,3010,32,2023,68.0,2023-02-23
4501078418,20067891013,3220,20,2023,46.0,2023-01-12
4501106297,20067891013,3210,28,2023,57.0,2023-04-06
4501070821,20067891013,3000,19,2023,55.0,2022-12-15
4501059631,20067891013,3010,18,2023,53.0,2022-11-10
4501087931,20067891013,3200,31,2023,58.0,2023-02-09
4501084143,20067891013,3200,24,2023,87.0,2023-01-27
4501078388,20067891013,3000,21,2023,28.0,2023-01-12
4501091217,20067891013,3220,22,2023,22.0,2023-02-17
4501098599,20067891013,3000,29,2023,44.0,2023-03-10
4501086022,20068000008,3000,20,2023,18.0,2023-02-02
4501068811,20068000008,3210,19,2023,46.0,2022-12-08
4501092515,20068000008,3010,30,2023,10.0,2023-02-22
4501110257,20039550005,3000,30,2023,26.0,2023-04-20
4501110358,20039550005,3210,30,2023,68.0,2023-04-20
4501082593,20039550005,3000,19,2023,27.0,2023-01-26
4501076321,20039550005,3220,19,2023,12.0,2023-01-05
4501086052,20039550005,3010,28,2023,25.0,2023-02-02
4501092515,20039550005,3010,30,2023,12.0,2023-02-22
4501092512,20039550005,3000,27,2023,32.0,2023-02-22
4501110333,20039550005,3200,33,2023,38.0,2023-04-20
4501086299,20039550005,3220,23,2023,44.0,2023-02-03
4501084261,20039550005,3220,22,2023,46.0,2023-01-27
4501082609,20039550005,3220,20,2023,41.0,2023-01-26
4501090528,20039550005,3200,26,2023,40.0,2023-02-17
4501082608,20039550005,3220,20,2023,41.0,2023-01-26
4501076254,20039550005,3000,20,2023,41.0,2023-01-05
4501110313,20039550005,3200,31,2023,38.0,2023-04-20
4501092528,20039550005,3220,25,2023,48.0,2023-02-22
4501112695,20039550005,3210,32,2023,61.0,2023-04-27
4501082595,20039550005,3000,23,2023,59.0,2023-01-26
4501112706,20039550005,3220,31,2023,65.0,2023-04-27
4501074376,20039550005,3000,18,2023,33.0,2022-12-29
4501092519,20039550005,3200,29,2023,61.0,2023-02-22
4501098646,20039550005,3010,32,2023,11.0,2023-03-10
4501098662,20039550005,3200,30,2023,56.0,2023-03-10
4501112687,20039550005,3200,34,2023,44.0,2023-04-27
4501092523,20039550005,3210,26,2023,5.0,2023-02-22
4501067105,20039550005,3010,18,2023,120.0,2022-12-02
4501078421,20039550005,3220,20,2023,23.0,2023-01-12
4501087973,20039550005,3220,24,2023,26.0,2023-02-09
4501082599,20039550005,3010,22,2023,20.0,2023-01-26
4501090474,20039550005,3000,25,2023,34.0,2023-02-17
4501082601,20039550005,3010,24,2023,40.0,2023-01-26
4501087871,20039550005,3010,28,2023,39.0,2023-02-09
4501082600,20039550005,3010,24,2023,40.0,2023-01-26
4501098699,20039550005,3220,29,2023,39.0,2023-03-10
4501082594,20039550005,3000,21,2023,59.0,2023-01-26
4501098628,20039550005,3000,28,2023,45.0,2023-03-10
4501084258,20039550005,3210,20,2023,26.0,2023-01-27
4501086000,20039550005,3000,24,2023,31.0,2023-02-02
4501098641,20039550005,3010,32,2023,37.0,2023-03-10
4501073144,20039550005,3010,20,2023,58.0,2022-12-23
4501076296,20039550005,3010,23,2023,34.0,2023-01-05
4501092522,20068000008,3210,26,2023,28.0,2023-02-22
4501110303,20068000008,3010,34,2023,112.0,2023-04-20
4501108141,20068000008,3200,32,2023,72.0,2023-04-13
4501082591,20068000008,3000,21,2023,20.0,2023-01-26
4501078762,20052191005,3010,29,2023,67.0,2023-01-12
4501078763,20052191005,3200,23,2023,44.0,2023-01-12
4501078761,20052191005,3000,21,2023,35.0,2023-01-12
4501078761,20052773001,3000,21,2023,16.0,2023-01-12
4501110249,20058775,3010,34,2023,170.0,2023-04-20
4501082597,20058775,3010,22,2023,47.0,2023-01-26
4501087887,20058775,3010,28,2023,42.0,2023-02-09
4501110261,20058775,3010,32,2023,170.0,2023-04-20
4501098684,20058775,3210,28,2023,42.0,2023-03-10
4501070851,20058775,3200,19,2023,53.0,2022-12-15
4501086256,20058775,3200,26,2023,89.0,2023-02-03
4501076300,20058775,3010,23,2023,52.0,2023-01-05
4501078412,20058775,3210,21,2023,93.0,2023-01-12
4501078421,20039550004,3220,20,2023,17.0,2023-01-12
4501087973,20039550004,3220,24,2023,32.0,2023-02-09
4501095090,20039550004,3000,31,2023,26.0,2023-03-01
4501082593,20039550004,3000,19,2023,25.0,2023-01-26
4501076254,20039550004,3000,20,2023,32.0,2023-01-05
4501095101,20039550004,3220,30,2023,23.0,2023-03-01
4501092523,20039550004,3210,26,2023,19.0,2023-02-22
4501095089,20039550004,3000,31,2023,26.0,2023-03-01
4501110358,20039550004,3210,30,2023,146.0,2023-04-20
4501095093,20039550004,3010,34,2023,44.0,2023-03-01
4501086299,20039550004,3220,23,2023,44.0,2023-02-03
4501092528,20039550004,3220,25,2023,43.0,2023-02-22
4501082595,20039550004,3000,23,2023,41.0,2023-01-26
4501084261,20039550004,3220,22,2023,51.0,2023-01-27
4501086289,20039550004,3210,25,2023,44.0,2023-02-03
4501092519,20039550004,3200,29,2023,70.0,2023-02-22
4501112695,20039550004,3210,32,2023,102.0,2023-04-27
4501095095,20039550004,3200,33,2023,31.0,2023-03-01
4501095100,20039550004,3220,30,2023,23.0,2023-03-01
4501076321,20039550004,3220,19,2023,29.0,2023-01-05
4501098646,20039550004,3010,32,2023,12.0,2023-03-10
4501098662,20039550004,3200,30,2023,68.0,2023-03-10
4501086052,20039550004,3010,28,2023,25.0,2023-02-02
4501082594,20039550004,3000,21,2023,41.0,2023-01-26
4501082601,20039550004,3010,24,2023,68.0,2023-01-26
4501087871,20039550004,3010,28,2023,39.0,2023-02-09
4501112706,20039550004,3220,31,2023,101.0,2023-04-27
4501074376,20039550004,3000,18,2023,26.0,2022-12-29
4501090474,20039550004,3000,25,2023,28.0,2023-02-17
4501086000,20039550004,3000,24,2023,21.0,2023-02-02
4501095092,20039550004,3010,34,2023,44.0,2023-03-01
4501098699,20039550004,3220,29,2023,50.0,2023-03-10
4501112687,20039550004,3200,34,2023,61.0,2023-04-27
4501095098,20039550004,3210,31,2023,19.0,2023-03-01
4501082599,20039550004,3010,22,2023,30.0,2023-01-26
4501098628,20039550004,3000,28,2023,37.0,2023-03-10
4501084258,20039550004,3210,20,2023,59.0,2023-01-27
4501092512,20039550004,3000,27,2023,30.0,2023-02-22
4501095096,20039550004,3200,33,2023,31.0,2023-03-01
4501098641,20039550004,3010,32,2023,43.0,2023-03-10
4501082609,20039550004,3220,20,2023,41.0,2023-01-26
4501082608,20039550004,3220,20,2023,41.0,2023-01-26
4501073144,20039550004,3010,20,2023,57.0,2022-12-23
4501110313,20039550004,3200,31,2023,74.0,2023-04-20
4501082600,20039550004,3010,24,2023,68.0,2023-01-26
4501076296,20039550004,3010,23,2023,43.0,2023-01-05
4501110333,20039550004,3200,33,2023,74.0,2023-04-20
4501095102,20039550007,3220,29,2023,57.0,2023-03-01
4501084260,20039550007,3220,20,2023,80.0,2023-01-27
4501070851,20039550007,3200,19,2023,42.0,2022-12-15
4501086052,20039550007,3010,28,2023,16.0,2023-02-02
4501095094,20039550007,3010,33,2023,138.0,2023-03-01
4501092522,20039550007,3210,26,2023,38.0,2023-02-22
4501110297,20039550007,3010,32,2023,190.0,2023-04-20
4501086260,20039550007,3200,25,2023,126.0,2023-02-03
4501084257,20039550007,3200,19,2023,232.0,2023-01-27
4501110352,20039550007,3210,29,2023,172.0,2023-04-20
4501067106,20039550007,3010,18,2023,120.0,2022-12-02
4501092521,20039550007,3200,28,2023,112.0,2023-02-22
4501095097,20039550007,3200,32,2023,100.0,2023-03-01
4501082603,20039550007,3200,23,2023,214.0,2023-01-26
4501090441,20039550007,3000,23,2023,128.0,2023-02-17
4501086289,20039550007,3210,25,2023,82.0,2023-02-03
4501112659,20039550007,3010,33,2023,160.0,2023-04-27
4501095091,20039550007,3000,30,2023,72.0,2023-03-01
4501095099,20039550007,3210,30,2023,64.0,2023-03-01
4501112636,20039550007,3000,29,2023,332.0,2023-04-27
4501067105,20034319002,3010,18,2023,73.0,2022-12-02
4501073144,20034319002,3010,20,2023,21.0,2022-12-23
4501110253,20034319002,3000,30,2023,153.0,2023-04-20
4501102205,20034319002,3200,31,2023,144.0,2023-03-23
4501092523,20034319002,3210,26,2023,65.0,2023-02-22
4501092526,20034319002,3220,25,2023,53.0,2023-02-22
4501090527,20034319002,3200,24,2023,52.0,2023-02-17
4501112554,20034319002,3200,36,2023,197.0,2023-04-27
4501110255,20034319002,3000,30,2023,153.0,2023-04-20
4501092516,20034319002,3010,30,2023,54.0,2023-02-22
4501112573,20034319002,3010,35,2023,109.0,2023-04-27
4501086306,20034319002,3220,23,2023,99.0,2023-02-03
4501104181,20034319002,3010,32,2023,38.0,2023-03-30
4501067105,20039550001,3010,18,2023,81.0,2022-12-02
4501078421,20039550001,3220,20,2023,18.0,2023-01-12
4501092515,20039550001,3010,30,2023,15.0,2023-02-22
4501092512,20039550001,3000,27,2023,23.0,2023-02-22
4501082594,20039550001,3000,21,2023,25.0,2023-01-26
4501076321,20039550001,3220,19,2023,60.0,2023-01-05
4501092523,20039550001,3210,26,2023,51.0,2023-02-22
4501082599,20039550001,3010,22,2023,20.0,2023-01-26
4501086299,20039550001,3220,23,2023,44.0,2023-02-03
4501086052,20039550001,3010,28,2023,22.0,2023-02-02
4501084261,20039550001,3220,22,2023,47.0,2023-01-27
4501076296,20039550001,3010,23,2023,32.0,2023-01-05
4501098662,20039550001,3200,30,2023,45.0,2023-03-10
4501110313,20039550001,3200,31,2023,44.0,2023-04-20
4501092528,20039550001,3220,25,2023,46.0,2023-02-22
4501082595,20039550001,3000,23,2023,25.0,2023-01-26
4501084258,20039550001,3210,20,2023,57.0,2023-01-27
4501087871,20039550001,3010,28,2023,28.0,2023-02-09
4501112706,20039550001,3220,31,2023,51.0,2023-04-27
4501098646,20039550001,3010,32,2023,10.0,2023-03-10
4501082600,20039550001,3010,24,2023,34.0,2023-01-26
4501090474,20039550001,3000,25,2023,42.0,2023-02-17
4501098699,20039550001,3220,29,2023,31.0,2023-03-10
4501082601,20039550001,3010,24,2023,34.0,2023-01-26
4501098628,20039550001,3000,28,2023,37.0,2023-03-10
4501086000,20039550001,3000,24,2023,31.0,2023-02-02
4501082609,20039550001,3220,20,2023,19.0,2023-01-26
4501090528,20039550001,3200,26,2023,40.0,2023-02-17
4501082608,20039550001,3220,20,2023,19.0,2023-01-26
4501098641,20039550001,3010,32,2023,36.0,2023-03-10
4501073144,20039550001,3010,20,2023,46.0,2022-12-23
4501086289,20039550001,3210,25,2023,26.0,2023-02-03
4501092519,20039550001,3200,29,2023,57.0,2023-02-22
4501087973,20039550001,3220,24,2023,29.0,2023-02-09
4501110257,20039550001,3000,30,2023,114.0,2023-04-20
4501112687,20039550001,3200,34,2023,39.0,2023-04-27
4501110358,20039550003,3210,30,2023,26.0,2023-04-20
4501110333,20039550003,3200,33,2023,10.0,2023-04-20
4501076254,20039550003,3000,20,2023,138.0,2023-01-05
4501092515,20039550003,3010,30,2023,154.0,2023-02-22
4501092512,20039550003,3000,27,2023,106.0,2023-02-22
4501082593,20039550003,3000,19,2023,64.0,2023-01-26
4501112695,20039550003,3210,32,2023,122.0,2023-04-27
4501086052,20039550003,3010,28,2023,128.0,2023-02-02
4501082594,20039550003,3000,21,2023,220.0,2023-01-26
4501086299,20039550003,3220,23,2023,148.0,2023-02-03
4501098646,20039550003,3010,32,2023,32.0,2023-03-10
4501098662,20039550003,3200,30,2023,176.0,2023-03-10
4501092523,20039550003,3210,26,2023,110.0,2023-02-22
4501110313,20039550003,3200,31,2023,10.0,2023-04-20
4501086258,20039550003,3200,26,2023,500.0,2023-02-03
4501082595,20039550003,3000,23,2023,220.0,2023-01-26
4501076296,20039550003,3010,23,2023,92.0,2023-01-05
4501086289,20039550003,3210,25,2023,128.0,2023-02-03
4501092519,20039550003,3200,29,2023,214.0,2023-02-22
4501092528,20039550003,3220,25,2023,126.0,2023-02-22
4501084258,20039550003,3210,20,2023,124.0,2023-01-27
4501084261,20039550003,3220,22,2023,98.0,2023-01-27
4501087973,20039550003,3220,24,2023,118.0,2023-02-09
4501082599,20039550003,3010,22,2023,70.0,2023-01-26
4501112687,20039550003,3200,34,2023,118.0,2023-04-27
4501082601,20039550003,3010,24,2023,148.0,2023-01-26
4501087871,20039550003,3010,28,2023,152.0,2023-02-09
4501112706,20039550003,3220,31,2023,56.0,2023-04-27
4501074376,20039550003,3000,18,2023,134.0,2022-12-29
4501090491,20039550003,3010,28,2023,84.0,2023-02-17
4501090474,20039550003,3000,25,2023,112.0,2023-02-17
4501086000,20039550003,3000,24,2023,142.0,2023-02-02
4501098699,20039550003,3220,29,2023,74.0,2023-03-10
4501098628,20039550003,3000,28,2023,88.0,2023-03-10
4501082609,20039550003,3220,20,2023,296.0,2023-01-26
4501082608,20039550003,3220,20,2023,296.0,2023-01-26
4501090528,20039550003,3200,26,2023,130.0,2023-02-17
4501098641,20039550003,3010,32,2023,110.0,2023-03-10
4501073144,20039550003,3010,20,2023,180.0,2022-12-23
4501084261,20039550026,3220,22,2023,6.0,2023-01-27
4501110333,20039550026,3200,33,2023,17.0,2023-04-20
4501092515,20039550026,3010,30,2023,24.0,2023-02-22
4501076321,20039550026,3220,19,2023,12.0,2023-01-05
4501092512,20039550026,3000,27,2023,13.0,2023-02-22
4501086052,20039550026,3010,28,2023,20.0,2023-02-02
4501082594,20039550026,3000,21,2023,6.0,2023-01-26
4501082595,20039550026,3000,23,2023,6.0,2023-01-26
4501098699,20039550026,3220,29,2023,46.0,2023-03-10
4501112687,20039550026,3200,34,2023,16.0,2023-04-27
4501082609,20039550026,3220,20,2023,22.0,2023-01-26
4501098641,20039550026,3010,32,2023,20.0,2023-03-10
4501082608,20039550026,3220,20,2023,22.0,2023-01-26
4501098628,20039550026,3000,28,2023,13.0,2023-03-10
4501090474,20039550026,3000,25,2023,15.0,2023-02-17
4501086299,20039550026,3220,23,2023,24.0,2023-02-03
4501087871,20039550026,3010,28,2023,19.0,2023-02-09
4501112706,20039550026,3220,31,2023,9.0,2023-04-27
4501110257,20039550026,3000,30,2023,72.0,2023-04-20
4501086000,20039550026,3000,24,2023,28.0,2023-02-02
4501086309,20039550007,3220,23,2023,44.0,2023-02-03
4501092511,20039550007,3000,26,2023,76.0,2023-02-22
4501073145,20039550007,3200,20,2023,62.0,2022-12-23
4501092521,20039550009,3200,28,2023,46.0,2023-02-22
4501086289,20039550009,3210,25,2023,70.0,2023-02-03
4501070851,20039550009,3200,19,2023,172.0,2022-12-15
4501095102,20039550009,3220,29,2023,90.0,2023-03-01
4501084257,20039550009,3200,19,2023,48.0,2023-01-27
4501086260,20039550009,3200,25,2023,36.0,2023-02-03
4501086052,20039550009,3010,28,2023,106.0,2023-02-02
4501067106,20039550009,3010,18,2023,84.0,2022-12-02
4501082591,20039550009,3000,21,2023,134.0,2023-01-26
4501082603,20039550009,3200,23,2023,38.0,2023-01-26
4501090441,20039550009,3000,23,2023,44.0,2023-02-17
4501095094,20039550009,3010,33,2023,140.0,2023-03-01
4501095097,20039550009,3200,32,2023,16.0,2023-03-01
4501090528,20039550009,3200,26,2023,72.0,2023-02-17
4501095099,20039550009,3210,30,2023,65.0,2023-03-01
4501112659,20039550009,3010,33,2023,22.0,2023-04-27
4501092522,20039550009,3210,26,2023,50.0,2023-02-22
4501095091,20039550009,3000,30,2023,72.0,2023-03-01
4501073145,20039550009,3200,20,2023,12.0,2022-12-23
4501110352,20039550009,3210,29,2023,66.0,2023-04-20
4501098666,20046356,3200,30,2023,38.0,2023-03-10
4501110249,20046356,3010,34,2023,86.0,2023-04-20
4501082598,20046356,3010,25,2023,91.0,2023-01-26
4501084261,20046356,3220,22,2023,46.0,2023-01-27
4501102205,20046356,3200,31,2023,108.0,2023-03-23
4501092512,20046356,3000,27,2023,71.0,2023-02-22
4501092525,20046356,3210,26,2023,80.0,2023-02-22
4501076316,20046356,3210,20,2023,112.0,2023-01-05
4501110261,20046356,3010,32,2023,86.0,2023-04-20
4501086304,20046356,3220,20,2023,36.0,2023-02-03
4501084244,20064068001,3220,21,2023,2.0,2023-01-27
4501084240,20064068001,3220,19,2023,2.0,2023-01-27
4501084241,20064068001,3220,19,2023,2.0,2023-01-27
4501084242,20064068001,3220,19,2023,2.0,2023-01-27
4501078419,20064068001,3220,19,2023,16.0,2023-01-12
4501084241,20064068011,3220,19,2023,10.0,2023-01-27
4501098601,20064068011,3000,28,2023,10.0,2023-03-10
4501092951,20064068011,3000,24,2023,12.0,2023-02-23
4501098657,20064068011,3200,28,2023,13.0,2023-03-10
4501082807,20064068011,3000,22,2023,16.0,2023-01-26
4501084184,20064068011,3210,22,2023,14.0,2023-01-27
4501092990,20064068011,3200,29,2023,12.0,2023-02-23
4501090841,20064068011,3210,26,2023,10.0,2023-02-17
4501087868,20064068011,3010,29,2023,3.0,2023-02-09
4501098672,20064068011,3210,28,2023,14.0,2023-03-10
4501087860,20064068011,3000,26,2023,4.0,2023-02-09
4501090829,20064068011,3210,22,2023,10.0,2023-02-17
4501092953,20064068011,3000,27,2023,12.0,2023-02-23
4501084240,20064068011,3220,19,2023,10.0,2023-01-27
4501076245,20064068011,3000,22,2023,12.0,2023-01-05
4501087869,20064068011,3010,29,2023,3.0,2023-02-09
4501084145,20064068011,3200,25,2023,11.0,2023-01-27
4501092974,20064068011,3010,32,2023,17.0,2023-02-23
4501090502,20064068011,3200,28,2023,13.0,2023-02-17
4501086297,20064068011,3220,23,2023,7.0,2023-02-03
4501090440,20064068011,3000,26,2023,20.0,2023-02-17
4501086253,20064068011,3200,26,2023,12.0,2023-02-03
4501084242,20064068011,3220,19,2023,10.0,2023-01-27
4501086278,20064068011,3210,22,2023,11.0,2023-02-03
4501090500,20064068011,3200,22,2023,13.0,2023-02-17
4501087972,20064068011,3220,25,2023,3.0,2023-02-09
4501093054,20064068011,3220,26,2023,8.0,2023-02-23
4501084185,20064068011,3210,22,2023,14.0,2023-01-27
4501084243,20064068011,3220,19,2023,10.0,2023-01-27
4501090478,20064068011,3010,26,2023,21.0,2023-02-17
4501090501,20064068011,3200,22,2023,13.0,2023-02-17
4501084144,20064068011,3200,24,2023,11.0,2023-01-27
4501098697,20064068011,3220,28,2023,9.0,2023-03-10
4501084244,20064068011,3220,21,2023,10.0,2023-01-27
4501108115,20070239001,3010,38,2023,18.0,2023-04-13
4501098059,20070239001,3220,28,2023,24.0,2023-03-09
4501089894,20070239001,3220,25,2023,26.0,2023-02-16
4501100234,20070239001,3010,28,2023,20.0,2023-03-16
4501102318,20070239001,3220,30,2023,11.0,2023-03-23
4501092844,20070239001,3200,28,2023,22.0,2023-02-23
4501083390,20070239001,3200,23,2023,36.0,2023-01-26
4501088009,20070239001,3010,26,2023,17.0,2023-02-09
4501089904,20070239001,3200,27,2023,30.0,2023-02-16
4501085610,20070239001,3010,26,2023,21.0,2023-02-02
4501074354,20070239001,3210,18,2023,9.0,2022-12-29
4501092843,20070239001,3200,27,2023,22.0,2023-02-23
4501104137,20070239001,3000,29,2023,25.0,2023-03-30
4501095654,20070239001,3010,24,2023,18.0,2023-03-02
4501110293,20070239001,3000,35,2023,12.0,2023-04-20
4501083375,20070239001,3210,22,2023,17.0,2023-01-26
4501089899,20070239001,3210,26,2023,12.0,2023-02-16
4501092827,20070239001,3210,27,2023,18.0,2023-02-23
4501085613,20070239001,3000,22,2023,26.0,2023-02-02
4501078759,20070239001,3000,22,2023,10.0,2023-01-12
4501092826,20070239001,3000,26,2023,18.0,2023-02-23
4501083370,20070239001,3010,19,2023,13.0,2023-01-26
4501102319,20070239001,3210,31,2023,10.0,2023-03-23
4501100207,20070239001,3220,26,2023,21.0,2023-03-16
4501078770,20070239001,3010,24,2023,6.0,2023-01-12
4501102341,20070239001,3010,34,2023,22.0,2023-03-23
4501098050,20070239001,3010,32,2023,8.0,2023-03-09
4501102331,20070239001,3200,33,2023,15.0,2023-03-23
4501106534,20070239001,3010,36,2023,28.0,2023-04-06
4501100252,20070239001,3210,29,2023,2.0,2023-03-16
4501070894,20070239001,3200,19,2023,11.0,2022-12-15
4501100227,20070239001,3200,28,2023,20.0,2023-03-16
4501110290,20070239001,3000,31,2023,12.0,2023-04-20
4501095651,20070239001,3000,23,2023,16.0,2023-03-02
4501085603,20070239001,3210,21,2023,16.0,2023-02-02
4501112582,20070239001,3220,35,2023,23.0,2023-04-27
4501092839,20070239001,3010,29,2023,21.0,2023-02-23
4501100223,20070239001,3200,26,2023,20.0,2023-03-16
4501092830,20070239001,3210,26,2023,18.0,2023-02-23
4501085604,20070239001,3210,23,2023,16.0,2023-02-02
4501085601,20070239001,3220,20,2023,35.0,2023-02-02
4501085606,20070239001,3200,23,2023,8.0,2023-02-02
4501100239,20070239001,3010,33,2023,20.0,2023-03-16
4501102322,20070239001,3210,30,2023,10.0,2023-03-23
4501102330,20070239001,3200,33,2023,15.0,2023-03-23
4501102343,20070239001,3000,35,2023,22.0,2023-03-23
4501078769,20070239001,3210,20,2023,8.0,2023-01-12
4501110284,20070239001,3220,34,2023,8.0,2023-04-20
4501089889,20070239001,3200,24,2023,30.0,2023-02-16
4501089885,20070239001,3000,26,2023,24.0,2023-02-16
4501100242,20070239001,3000,26,2023,10.0,2023-03-16
4501070893,20070239001,3200,19,2023,11.0,2022-12-15
4501110285,20070239001,3220,34,2023,8.0,2023-04-20
4501083367,20070239001,3000,21,2023,4.0,2023-01-26
4501098060,20070239001,3200,31,2023,18.0,2023-03-09
4501100214,20070239001,3220,29,2023,21.0,2023-03-16
4501100220,20070239001,3200,27,2023,19.0,2023-03-16
4501102310,20070239001,3000,31,2023,27.0,2023-03-23
4501100241,20070239001,3000,26,2023,10.0,2023-03-16
4501069032,20070239001,3010,19,2023,23.0,2022-12-08
4501104155,20070239001,3200,31,2023,10.0,2023-03-30
4501102321,20070239001,3210,31,2023,10.0,2023-03-23
4501074355,20070239001,3010,22,2023,14.0,2022-12-29
4501110296,20070239020,3220,34,2023,35.0,2023-04-20
4501076068,20070239020,3200,20,2023,18.0,2023-01-05
4501085600,20070239020,3220,20,2023,14.0,2023-02-02
4501104151,20070239020,3210,32,2023,17.0,2023-03-30
4501095653,20070239020,3010,23,2023,14.0,2023-03-02
4501098061,20070239020,3220,26,2023,22.0,2023-03-09
4501100219,20070239020,3200,27,2023,50.0,2023-03-16
4501108116,20070239020,3220,33,2023,13.0,2023-04-13
4501100226,20070239020,3200,32,2023,50.0,2023-03-16
4501100247,20070239020,3000,30,2023,18.0,2023-03-16
4501100238,20070239020,3010,32,2023,20.0,2023-03-16
4501104145,20070239020,3220,30,2023,13.0,2023-03-30
4501074358,20070239020,3200,19,2023,10.0,2022-12-29
4501089886,20070239020,3000,25,2023,32.0,2023-02-16
4501083384,20070239020,3200,18,2023,5.0,2023-01-26
4501104160,20070239020,3200,34,2023,5.0,2023-03-30
4501098063,20070239020,3200,30,2023,36.0,2023-03-09
4501089898,20070239020,3210,26,2023,32.0,2023-02-16
4501078758,20070239020,3000,22,2023,31.0,2023-01-12
4501092842,20070239020,3010,28,2023,37.0,2023-02-23
4501104158,20070239020,3200,33,2023,5.0,2023-03-30
4501095659,20070239020,3010,26,2023,14.0,2023-03-02
4501095657,20070239020,3010,26,2023,14.0,2023-03-02
4501083389,20070239020,3200,23,2023,5.0,2023-01-26
4501100235,20070239020,3010,29,2023,20.0,2023-03-16
4501100217,20070239020,3200,26,2023,50.0,2023-03-16
4501104136,20070239020,3000,30,2023,17.0,2023-03-30
4501102338,20070239020,3210,28,2023,12.0,2023-03-23
4501100236,20070239020,3010,31,2023,20.0,2023-03-16
4501104153,20070239020,3010,34,2023,18.0,2023-03-30
4501110306,20070239020,3010,38,2023,40.0,2023-04-20
4501074360,20070239020,3000,18,2023,23.0,2022-12-29
4501076067,20070239020,3010,23,2023,6.0,2023-01-05
4501100211,20070239020,3220,28,2023,35.0,2023-03-16
4501100233,20070239020,3010,28,2023,20.0,2023-03-16
4501085612,20070239020,3000,21,2023,61.0,2023-02-02
4501104140,20070239020,3000,32,2023,17.0,2023-03-30
4501102327,20070239020,3200,26,2023,25.0,2023-03-23
4501100248,20070239020,3210,28,2023,18.0,2023-03-16
4501088007,20070239020,3220,22,2023,15.0,2023-02-09
4501089901,20070239020,3200,25,2023,27.0,2023-02-16
4501074359,20070239020,3010,22,2023,16.0,2022-12-29
4501083388,20070239020,3200,20,2023,5.0,2023-01-26
4501112583,20070239020,3010,39,2023,30.0,2023-04-27
4501106536,20070239020,3010,37,2023,15.0,2023-04-06
4501098062,20070239020,3210,26,2023,14.0,2023-03-09
4501085607,20070239020,3200,24,2023,20.0,2023-02-02
4501102328,20070239020,3200,27,2023,25.0,2023-03-23
4501070892,20070239020,3200,19,2023,13.0,2022-12-15
4501102328,20070239022,3200,27,2023,4.0,2023-03-23
4501070892,20070239022,3200,19,2023,6.0,2022-12-15
4501104145,20070239022,3220,30,2023,4.0,2023-03-30
4501074358,20070239022,3200,19,2023,2.0,2022-12-29
4501104158,20070239022,3200,33,2023,6.0,2023-03-30
4501083384,20070239022,3200,18,2023,1.0,2023-01-26
4501100226,20070239022,3200,32,2023,6.0,2023-03-16
4501083389,20070239022,3200,23,2023,1.0,2023-01-26
4501112584,20070239022,3000,36,2023,7.0,2023-04-27
4501100219,20070239022,3200,27,2023,6.0,2023-03-16
4501110310,20070239022,3000,29,2023,3.0,2023-04-20
4501088011,20070239022,3010,28,2023,7.0,2023-02-09
4501070898,20070239022,3210,18,2023,4.0,2022-12-15
4501110296,20070239022,3220,34,2023,13.0,2023-04-20
4501076068,20070239022,3200,20,2023,6.0,2023-01-05
