item,location,week,year,units
20064068002,3220,19,2023,3.036
20064068002,3220,20,2023,3.218
20064068002,3220,21,2023,3.559
20064068002,3220,13,2024,3.828
20064068002,3220,14,2024,2.764
20064068002,3220,15,2024,3.302
20064068002,3220,16,2024,3.243
20064068002,3220,17,2024,3.372
20064068002,3220,50,2023,2.758
20064068002,3220,51,2023,2.229
20064068002,3220,52,2023,2.598
20064068002,3220,1,2024,2.591
20064068002,3220,2,2024,2.284
20064068002,3220,3,2024,2.348
20064068002,3220,4,2024,2.236
20064068002,3220,5,2024,3.534
20064068002,3220,6,2024,3.647
20064068002,3220,7,2024,3.879
20064068002,3220,8,2024,4.55
20064068002,3220,9,2024,4.256
20064068002,3220,10,2024,3.582
20064068002,3220,11,2024,3.572
20064068002,3220,12,2024,3.772
20064068002,3220,41,2023,3.364
20064068002,3220,42,2023,3.114
20064068002,3220,43,2023,3.076
20064068002,3220,44,2023,3.423
20064068002,3220,45,2023,3.488
20064068002,3220,46,2023,3.252
20064068002,3220,47,2023,3.796
20064068002,3220,48,2023,3.032
20064068002,3220,49,2023,2.869
20064068002,3220,22,2023,3.882
20064068002,3220,23,2023,3.064
20064068002,3220,24,2023,2.926
20064068002,3220,25,2023,3.187
20064068002,3220,26,2023,3.805
20064068002,3220,27,2023,3.667
20064068002,3220,28,2023,3.247
20064068002,3220,29,2023,3.171
20064068002,3220,30,2023,3.416
20064068002,3220,31,2023,3.48
20064068002,3220,32,2023,3.896
20064068002,3220,33,2023,3.425
20064068002,3220,34,2023,3.381
20064068002,3220,35,2023,3.993
20064068002,3220,36,2023,3.907
20064068002,3220,37,2023,2.951
20064068002,3220,38,2023,3.072
20064068002,3220,39,2023,3.203
20064068002,3220,40,2023,3.324
20064068002,3220,18,2023,3.145
