item,location,week,year,units
20064068008,3010,5,2024,7.218
20064068008,3010,6,2024,7.449
20064068008,3010,7,2024,7.922
20064068008,3010,8,2024,9.293
20064068008,3010,9,2024,8.693
20064068008,3010,10,2024,7.316
20064068008,3010,11,2024,7.296
20064068008,3010,12,2024,7.705
20064068008,3010,13,2024,7.818
20064068008,3010,14,2024,5.645
20064068008,3010,15,2024,6.744
20064068008,3010,16,2024,6.623
20064068008,3010,17,2024,6.888
20064068008,3010,18,2023,6.308
20064068008,3010,19,2023,6.089
20064068008,3010,20,2023,6.454
20064068008,3010,21,2023,7.137
20064068008,3010,22,2023,7.785
20064068008,3010,23,2023,6.144
20064068008,3010,24,2023,5.868
20064068008,3010,25,2023,6.391
20064068008,3010,26,2023,7.632
20064068008,3010,27,2023,7.354
20064068008,3010,28,2023,6.512
20064068008,3010,29,2023,6.36
20064068008,3010,30,2023,6.852
20064068008,3010,31,2023,6.979
20064068008,3010,32,2023,7.814
20064068008,3010,33,2023,6.87
20064068008,3010,34,2023,6.781
20064068008,3010,35,2023,8.312
20064068008,3010,36,2023,8.133
20064068008,3010,37,2023,6.142
20064068008,3010,38,2023,6.394
20064068008,3010,39,2023,6.667
20064068008,3010,40,2023,6.92
20064068008,3010,41,2023,7.13
20064068008,3010,42,2023,6.6
20064068008,3010,43,2023,6.636
20064068008,3010,44,2023,7.386
20064068008,3010,45,2023,7.525
20064068008,3010,46,2023,7.017
20064068008,3010,47,2023,8.19
20064068008,3010,48,2023,6.543
20064068008,3010,49,2023,6.191
20064068008,3010,50,2023,5.951
20064068008,3010,51,2023,4.809
20064068008,3010,52,2023,5.605
20064068008,3010,1,2024,5.292
20064068008,3010,2,2024,4.664
20064068008,3010,3,2024,4.796
20064068008,3010,4,2024,4.567
