item,location,week,year,units
20064068014,3200,13,2024,16.155
20064068014,3200,14,2024,11.666
20064068014,3200,15,2024,13.937
20064068014,3200,16,2024,13.687
20064068014,3200,17,2024,14.233
20064068014,3200,50,2023,11.641
20064068014,3200,51,2023,9.407
20064068014,3200,52,2023,10.964
20064068014,3200,1,2024,10.935
20064068014,3200,2,2024,9.639
20064068014,3200,3,2024,9.912
20064068014,3200,4,2024,9.438
20064068014,3200,5,2024,14.916
20064068014,3200,6,2024,15.394
20064068014,3200,7,2024,16.371
20064068014,3200,8,2024,19.204
20064068014,3200,9,2024,17.964
20064068014,3200,10,2024,15.119
20064068014,3200,11,2024,15.077
20064068014,3200,12,2024,15.922
20064068014,3200,18,2023,13.122
20064068014,3200,19,2023,12.668
20064068014,3200,20,2023,13.427
20064068014,3200,21,2023,14.848
20064068014,3200,22,2023,16.195
20064068014,3200,23,2023,12.782
20064068014,3200,24,2023,12.207
20064068014,3200,25,2023,13.296
20064068014,3200,26,2023,16.061
20064068014,3200,27,2023,15.477
20064068014,3200,28,2023,13.704
20064068014,3200,29,2023,13.384
20064068014,3200,30,2023,14.42
20064068014,3200,31,2023,14.686
20064068014,3200,32,2023,16.444
20064068014,3200,33,2023,14.458
20064068014,3200,34,2023,14.271
20064068014,3200,35,2023,16.853
20064068014,3200,36,2023,16.49
20064068014,3200,37,2023,12.453
20064068014,3200,38,2023,12.965
20064068014,3200,39,2023,13.517
20064068014,3200,40,2023,14.031
20064068014,3200,41,2023,14.198
20064068014,3200,42,2023,13.142
20064068014,3200,43,2023,12.981
20064068014,3200,44,2023,14.448
20064068014,3200,45,2023,14.72
20064068014,3200,46,2023,13.726
20064068014,3200,47,2023,16.02
20064068014,3200,48,2023,12.799
20064068014,3200,49,2023,12.11
