item,location,week,year,units
20052773003,3010,46,2023,1.74
20052773003,3010,47,2023,2.054
20052773003,3010,48,2023,1.585
20052773003,3010,31,2023,1.678
20052773003,3010,32,2023,1.813
20052773003,3010,33,2023,1.523
20052773003,3010,34,2023,1.685
20052773003,3010,35,2023,1.97
20052773003,3010,36,2023,1.926
20052773003,3010,37,2023,1.45
20052773003,3010,38,2023,1.539
20052773003,3010,39,2023,1.602
20052773003,3010,40,2023,1.683
20052773003,3010,41,2023,1.772
20052773003,3010,42,2023,1.606
20052773003,3010,43,2023,1.527
20052773003,3010,44,2023,1.811
20052773003,3010,45,2023,1.796
20052773003,3010,49,2023,1.48
20052773003,3010,50,2023,1.409
20052773003,3010,51,2023,1.209
20052773003,3010,52,2023,1.213
20052773003,3010,1,2024,1.568
20052773003,3010,2,2024,1.459
20052773003,3010,3,2024,1.499
20052773003,3010,4,2024,1.39
20052773003,3010,5,2024,1.312
20052773003,3010,6,2024,1.436
20052773003,3010,7,2024,1.842
20052773003,3010,8,2024,2.816
20052773003,3010,9,2024,2.338
20052773003,3010,10,2024,2.102
20052773003,3010,11,2024,2.005
20052773003,3010,12,2024,1.768
20052773003,3010,13,2024,1.941
20052773003,3010,14,2024,1.474
20052773003,3010,15,2024,1.882
20052773003,3010,16,2024,1.942
20052773003,3010,17,2024,1.895
20052773003,3010,18,2023,1.596
20052773003,3010,19,2023,1.497
20052773003,3010,20,2023,1.415
20052773003,3010,21,2023,1.646
20052773003,3010,22,2023,1.928
20052773003,3010,23,2023,1.577
20052773003,3010,24,2023,1.307
20052773003,3010,25,2023,1.486
20052773003,3010,26,2023,1.643
20052773003,3010,27,2023,1.616
20052773003,3010,28,2023,1.459
20052773003,3010,29,2023,1.555
20052773003,3010,30,2023,1.497
