item,location,week,year,units
20064068010,3200,12,2024,9.494
20064068010,3200,13,2024,9.634
20064068010,3200,14,2024,6.957
20064068010,3200,15,2024,8.311
20064068010,3200,16,2024,8.161
20064068010,3200,17,2024,8.487
20064068010,3200,18,2023,7.825
20064068010,3200,19,2023,7.554
20064068010,3200,20,2023,8.007
20064068010,3200,21,2023,8.854
20064068010,3200,22,2023,9.657
20064068010,3200,23,2023,7.622
20064068010,3200,24,2023,7.279
20064068010,3200,25,2023,7.928
20064068010,3200,26,2023,9.577
20064068010,3200,27,2023,9.229
20064068010,3200,28,2023,8.171
20064068010,3200,29,2023,7.981
20064068010,3200,30,2023,8.598
20064068010,3200,31,2023,8.758
20064068010,3200,32,2023,9.806
20064068010,3200,33,2023,8.621
20064068010,3200,34,2023,8.51
20064068010,3200,35,2023,10.05
20064068010,3200,36,2023,9.833
20064068010,3200,37,2023,7.426
20064068010,3200,38,2023,7.731
20064068010,3200,39,2023,8.06
20064068010,3200,40,2023,8.366
20064068010,3200,41,2023,8.466
20064068010,3200,42,2023,7.837
20064068010,3200,43,2023,7.741
20064068010,3200,44,2023,8.615
20064068010,3200,45,2023,8.777
20064068010,3200,46,2023,8.185
20064068010,3200,47,2023,9.553
20064068010,3200,48,2023,7.632
20064068010,3200,49,2023,7.221
20064068010,3200,50,2023,6.942
20064068010,3200,51,2023,5.609
20064068010,3200,52,2023,6.538
20064068010,3200,1,2024,6.521
20064068010,3200,2,2024,5.747
20064068010,3200,3,2024,5.91
20064068010,3200,4,2024,5.628
20064068010,3200,5,2024,8.894
20064068010,3200,6,2024,9.18
20064068010,3200,7,2024,9.762
20064068010,3200,8,2024,11.451
20064068010,3200,9,2024,10.712
20064068010,3200,10,2024,9.015
20064068010,3200,11,2024,8.99
