item,location,week,year,units
20064068002,3010,18,2023,2.948
20064068002,3010,19,2023,2.846
20064068002,3010,20,2023,3.017
20064068002,3010,21,2023,3.336
20064068002,3010,22,2023,3.639
20064068002,3010,23,2023,2.872
20064068002,3010,24,2023,2.743
20064068002,3010,25,2023,2.987
20064068002,3010,26,2023,3.567
20064068002,3010,27,2023,3.438
20064068002,3010,28,2023,3.044
20064068002,3010,29,2023,2.973
20064068002,3010,30,2023,3.203
20064068002,3010,31,2023,3.262
20064068002,3010,32,2023,3.652
20064068002,3010,33,2023,3.211
20064068002,3010,34,2023,3.17
20064068002,3010,35,2023,3.885
20064068002,3010,36,2023,3.801
20064068002,3010,37,2023,2.871
20064068002,3010,38,2023,2.989
20064068002,3010,39,2023,3.116
20064068002,3010,40,2023,3.234
20064068002,3010,41,2023,3.333
20064068002,3010,42,2023,3.085
20064068002,3010,43,2023,3.102
20064068002,3010,44,2023,3.452
20064068002,3010,45,2023,3.517
20064068002,3010,46,2023,3.28
20064068002,3010,47,2023,3.828
20064068002,3010,48,2023,3.058
20064068002,3010,49,2023,2.894
20064068002,3010,50,2023,2.782
20064068002,3010,51,2023,2.248
20064068002,3010,52,2023,2.62
20064068002,3010,1,2024,2.473
20064068002,3010,2,2024,2.18
20064068002,3010,3,2024,2.242
20064068002,3010,4,2024,2.135
20064068002,3010,5,2024,3.374
20064068002,3010,6,2024,3.482
20064068002,3010,7,2024,3.703
20064068002,3010,8,2024,4.344
20064068002,3010,9,2024,4.063
20064068002,3010,10,2024,3.42
20064068002,3010,11,2024,3.41
20064068002,3010,12,2024,3.601
20064068002,3010,13,2024,3.654
20064068002,3010,14,2024,2.639
20064068002,3010,15,2024,3.152
20064068002,3010,16,2024,3.096
20064068002,3010,17,2024,3.219
