item,location,week,year,units
20064068003,3220,50,2023,2.763
20064068003,3220,51,2023,2.232
20064068003,3220,52,2023,2.602
20064068003,3220,1,2024,2.595
20064068003,3220,2,2024,2.287
20064068003,3220,3,2024,2.352
20064068003,3220,4,2024,2.24
20064068003,3220,5,2024,3.54
20064068003,3220,6,2024,3.653
20064068003,3220,7,2024,3.885
20064068003,3220,8,2024,4.557
20064068003,3220,9,2024,4.263
20064068003,3220,10,2024,3.588
20064068003,3220,11,2024,3.578
20064068003,3220,12,2024,3.778
20064068003,3220,13,2024,3.834
20064068003,3220,14,2024,2.769
20064068003,3220,15,2024,3.308
20064068003,3220,16,2024,3.248
20064068003,3220,17,2024,3.378
20064068003,3220,18,2023,3.15
20064068003,3220,19,2023,3.041
20064068003,3220,20,2023,3.223
20064068003,3220,21,2023,3.565
20064068003,3220,22,2023,3.888
20064068003,3220,23,2023,3.068
20064068003,3220,24,2023,2.931
20064068003,3220,25,2023,3.192
20064068003,3220,26,2023,3.811
20064068003,3220,27,2023,3.673
20064068003,3220,28,2023,3.252
20064068003,3220,29,2023,3.176
20064068003,3220,30,2023,3.422
20064068003,3220,31,2023,3.485
20064068003,3220,32,2023,3.902
20064068003,3220,33,2023,3.431
20064068003,3220,34,2023,3.387
20064068003,3220,35,2023,4.0
20064068003,3220,36,2023,3.913
20064068003,3220,37,2023,2.955
20064068003,3220,38,2023,3.077
20064068003,3220,39,2023,3.208
20064068003,3220,40,2023,3.33
20064068003,3220,41,2023,3.369
20064068003,3220,42,2023,3.119
20064068003,3220,43,2023,3.081
20064068003,3220,44,2023,3.429
20064068003,3220,45,2023,3.493
20064068003,3220,46,2023,3.257
20064068003,3220,47,2023,3.802
20064068003,3220,48,2023,3.037
20064068003,3220,49,2023,2.874
