item,location,week,year,units
20064068013,3220,11,2024,9.818
20064068013,3220,12,2024,10.368
20064068013,3220,13,2024,10.52
20064068013,3220,14,2024,7.597
20064068013,3220,15,2024,9.076
20064068013,3220,16,2024,8.913
20064068013,3220,17,2024,9.269
20064068013,3220,29,2023,8.716
20064068013,3220,30,2023,9.39
20064068013,3220,31,2023,9.564
20064068013,3220,32,2023,10.709
20064068013,3220,33,2023,9.415
20064068013,3220,34,2023,9.293
20064068013,3220,35,2023,10.975
20064068013,3220,36,2023,10.738
20064068013,3220,37,2023,8.11
20064068013,3220,38,2023,8.443
20064068013,3220,39,2023,8.802
20064068013,3220,40,2023,9.137
20064068013,3220,41,2023,9.246
20064068013,3220,42,2023,8.558
20064068013,3220,43,2023,8.453
20064068013,3220,44,2023,9.409
20064068013,3220,45,2023,9.586
20064068013,3220,46,2023,8.938
20064068013,3220,47,2023,10.432
20064068013,3220,48,2023,8.335
20064068013,3220,49,2023,7.886
20064068013,3220,50,2023,7.581
20064068013,3220,51,2023,6.126
20064068013,3220,52,2023,7.14
20064068013,3220,1,2024,7.121
20064068013,3220,2,2024,6.277
20064068013,3220,3,2024,6.454
20064068013,3220,4,2024,6.146
20064068013,3220,5,2024,9.713
20064068013,3220,6,2024,10.025
20064068013,3220,7,2024,10.661
20064068013,3220,8,2024,12.505
20064068013,3220,9,2024,11.698
20064068013,3220,10,2024,9.846
20064068013,3220,18,2023,8.644
20064068013,3220,19,2023,8.345
20064068013,3220,20,2023,8.845
20064068013,3220,21,2023,9.781
20064068013,3220,22,2023,10.669
20064068013,3220,23,2023,8.42
20064068013,3220,24,2023,8.042
20064068013,3220,25,2023,8.759
20064068013,3220,26,2023,10.459
20064068013,3220,27,2023,10.079
20064068013,3220,28,2023,8.924
