item,location,week,year,units
20052773008,3220,37,2023,0.349
20052773008,3220,38,2023,0.371
20052773008,3220,39,2023,0.386
20052773008,3220,40,2023,0.405
20052773008,3220,41,2023,0.417
20052773008,3220,42,2023,0.378
20052773008,3220,43,2023,0.351
20052773008,3220,44,2023,0.416
20052773008,3220,45,2023,0.413
20052773008,3220,46,2023,0.4
20052773008,3220,47,2023,0.472
20052773008,3220,48,2023,0.364
20052773008,3220,49,2023,0.34
20052773008,3220,50,2023,0.324
20052773008,3220,51,2023,0.278
20052773008,3220,52,2023,0.279
20052773008,3220,1,2024,0.36
20052773008,3220,2,2024,0.335
20052773008,3220,3,2024,0.344
20052773008,3220,4,2024,0.319
20052773008,3220,5,2024,0.301
20052773008,3220,6,2024,0.33
20052773008,3220,7,2024,0.423
20052773008,3220,8,2024,0.647
20052773008,3220,9,2024,0.537
20052773008,3220,10,2024,0.483
20052773008,3220,11,2024,0.461
20052773008,3220,12,2024,0.406
20052773008,3220,13,2024,0.446
20052773008,3220,14,2024,0.339
20052773008,3220,15,2024,0.432
20052773008,3220,16,2024,0.446
20052773008,3220,17,2024,0.435
20052773008,3220,27,2023,0.409
20052773008,3220,28,2023,0.369
20052773008,3220,29,2023,0.393
20052773008,3220,30,2023,0.379
20052773008,3220,31,2023,0.425
20052773008,3220,32,2023,0.459
20052773008,3220,33,2023,0.385
20052773008,3220,34,2023,0.426
20052773008,3220,35,2023,0.474
20052773008,3220,36,2023,0.464
20052773008,3220,18,2023,0.404
20052773008,3220,19,2023,0.379
20052773008,3220,20,2023,0.358
20052773008,3220,21,2023,0.416
20052773008,3220,22,2023,0.488
20052773008,3220,23,2023,0.399
20052773008,3220,24,2023,0.331
20052773008,3220,25,2023,0.376
20052773008,3220,26,2023,0.416
