Time period,20064068017,20064068016,20064068008,20064068011,20064068010,20064068003,20064068015,20064068005,20064068002,20064068004,20064068013,20064068009,20064068014,20052773001,20052773004,20052773003,20052773002,20052773008,20052773006,20052773007,20052773005,shipping,ramping
0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0,0
1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0,0
2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0,0
3,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0,0
4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0,0
